Gene,aboral1,aboral2,aboral3,aboral4,oral1,oral2,oral3,oral4
ML09202a,49,40,45,39,20,39,51,33
ML09203a,8,6,0,1,14,6,2,4
ML09204a,0,1,2,1,0,3,1,4
ML09221a,1061,789,930,699,1224,1009,646,681
ML09222a,1699,2800,2639,2568,1842,1240,1408,1445
ML09223a,161,160,191,161,108,128,109,112
ML092510a,7,2,5,10,2,4,2,4
ML09251a,89,90,118,118,66,93,81,96
ML09252a,699,660,730,492,367,488,397,469
ML09253a,388,420,441,359,341,350,301,292
ML09254a,685,316,479,227,447,527,233,290
ML09255a,1667,3348,2454,3073,1168,1485,1815,1456
ML09256a,753,711,819,672,959,676,634,656
ML09257a,871,1113,1028,943,1127,759,621,895
ML09258a,323,362,501,397,661,433,390,278
ML09259a,33,22,19,25,14,20,18,31
ML092610a,175,185,187,141,266,155,135,126
ML092611a,24,37,28,32,54,51,26,28
ML092612a,114,196,170,245,72,39,74,107
ML092613a,180,246,279,212,80,114,123,146
ML092614a,745,556,304,288,986,556,506,671
ML092615a,116,417,235,355,93,48,170,142
ML092616a,201,801,380,678,170,116,309,273
ML092617a,570,1147,1105,1241,160,69,140,86
ML092618a,537,424,570,444,351,313,350,448
ML092619a,18,30,10,16,7,5,17,12
ML09261a,320,244,309,241,312,316,217,248
ML092620a,667,33,224,1,188,248,21,105
ML092621a,798,1150,1087,985,780,830,916,977
ML092622a,851,1623,1483,1958,681,484,895,645
ML09262a,647,749,820,668,952,663,426,536
ML09263a,514,576,591,516,512,537,580,488
ML09264a,371,494,501,427,250,478,384,348
ML09265a,3,12,5,3,1,3,4,10
ML09266a,2,23,12,11,10,8,17,5
ML09267a,1130,1194,1101,1044,1083,910,918,893
ML09268a,0,0,1,0,0,0,0,0
ML09269a,122,97,101,104,241,89,85,72
ML093010a,82,26,37,30,51,62,27,56
ML093011a,643,822,914,1190,179,347,404,342
ML093012a,197,172,166,156,101,154,178,129
ML093013a,469,699,653,575,665,510,437,462
ML093014a,220,285,290,241,184,245,174,164
ML093015a,1195,1278,1331,1162,974,1003,858,929
ML093016a,210,134,173,116,183,140,100,113
ML093017a,396,536,608,614,374,285,330,342
ML093018a,0,0,1,0,0,0,0,0
ML093019a,0,0,0,0,0,0,0,0
ML09301a,1159,1379,1432,1533,799,825,1105,1035
ML093020a,47,69,45,52,81,93,99,80
ML093021a,278,423,226,301,263,213,248,211
ML093022a,144,131,117,91,76,130,92,98
ML093023a,50,71,56,81,104,95,35,60
ML093024a,166,140,147,100,88,177,94,77
ML093025a,2823,2821,2927,2692,1635,2380,2036,1866
ML093026a,80,115,138,105,70,49,53,73
ML093027a,517,518,552,566,622,552,514,479
ML093028a,1,0,0,0,0,0,0,0
ML093029a,123,207,78,127,166,103,351,204
ML09302a,595,550,544,449,512,572,375,417
ML093030a,34,12,32,29,14,61,97,63
ML093031a,951,219,349,1801,288,335,332,669
ML093032a,864,1073,983,934,882,743,677,680
ML093033a,71,160,78,132,80,97,144,124
ML093034a,128,292,418,366,618,182,286,169
ML093035a,1119,1193,1127,1159,837,896,775,820
ML093036a,14,38,20,14,0,2,4,15
ML093037a,70,108,135,56,37,31,15,19
ML093038a,6,29,19,15,12,7,12,8
ML093039a,200,244,227,175,238,157,154,140
ML09303a,434,445,509,342,493,441,284,344
ML093040a,0,0,0,0,0,2,0,0
ML093041a,1354,1891,2180,2070,2086,1385,1732,1647
ML093042a,186,88,93,55,217,129,73,165
ML093043a,387,186,270,148,263,225,149,168
ML093044a,802,974,1294,932,1885,1326,1082,1118
ML093045a,279,239,274,211,249,262,164,252
ML093046a,13,27,26,20,28,16,16,21
ML093047a,395,607,597,647,348,358,365,387
ML093048a,0,0,0,0,0,0,0,0
ML093049a,867,1209,1131,929,1544,794,802,915
ML09304a,252,249,248,169,206,203,134,179
ML093050a,486,507,486,623,333,377,400,443
ML093051a,329,252,339,286,333,312,208,274
ML093052a,1,1,1,1,37,15,22,26
ML093053a,0,0,0,0,0,0,0,0
ML09305a,214,255,245,198,274,199,180,171
ML09306a,184,237,203,156,205,193,126,151
ML09307a,323,492,477,499,446,335,272,283
ML09308a,806,865,646,701,903,639,454,686
ML09309a,1113,1079,990,841,1213,925,842,851
ML09311a,215,19,2,1,25,7,18,40
ML09321a,18,36,37,49,14,30,31,11
ML09331a,5,10,15,7,0,5,9,7
ML093510a,35,32,37,18,41,17,28,22
ML093511a,40,66,97,95,121,129,91,45
ML093512a,192,227,257,213,54,192,138,148
ML093513a,636,582,595,703,969,580,463,466
ML093514a,43,90,48,64,138,76,61,62
ML093515a,161,131,148,95,161,111,111,118
ML093516a,520,465,507,441,491,453,397,443
ML093517a,330,580,544,663,195,148,190,222
ML093518a,180,163,169,158,108,188,177,179
ML093519b,1040,1295,1189,1055,1116,780,790,1075
ML09351a,16,7,6,11,3,14,3,16
ML093520a,0,0,0,0,0,0,0,0
ML093521a,112,68,144,110,195,101,126,101
ML093522a,246,100,260,328,292,236,195,211
ML093523a,562,366,456,1018,31,46,67,64
ML093524a,834,1032,974,926,704,765,652,760
ML093525a,8,51,6,65,18,20,48,10
ML093526a,129,76,105,108,85,63,58,68
ML09352a,3675,3815,3945,3355,4958,2789,2385,2993
ML09353a,2441,3153,3054,3115,4088,2460,2521,2515
ML09354a,499,698,607,549,467,440,364,498
ML09355a,11,18,12,16,19,21,9,10
ML09356a,8,31,25,17,44,24,14,13
ML09357a,167,237,242,137,193,198,124,130
ML09358a,0,0,0,0,0,0,0,0
ML09359a,143,122,114,110,116,92,84,95
ML09401a,329,314,353,1,766,268,0,265
ML09421a,0,1,0,0,2,0,1,0
ML09422a,2487,2835,2676,2522,2515,1988,2476,2343
ML09423a,505,536,629,548,639,413,304,390
ML09424a,1928,1371,1611,1274,1627,1534,972,1143
ML09425a,764,1642,1450,1675,1005,818,913,850
ML09426a,759,635,712,595,823,677,596,510
ML09427a,191,276,290,281,301,224,198,205
ML094310a,0,0,0,0,0,0,0,0
ML094311a,2,3,0,2,18,23,35,21
ML094312a,1046,664,581,598,1046,808,1145,1252
ML094313a,70,135,142,154,119,89,101,119
ML094314a,538,162,262,188,302,436,123,377
ML094315a,2,2,7,10,1,3,3,4
ML094316a,101,105,134,141,163,150,106,121
ML094317a,0,0,0,0,0,0,0,0
ML094318a,231,234,260,266,238,277,194,208
ML094319a,0,0,0,0,0,0,0,0
ML09431a,1434,2370,2154,2116,681,1280,1108,1028
ML094320a,0,0,0,0,0,0,0,0
ML094321a,626,822,789,655,480,602,507,574
ML094322a,1613,2044,1727,1685,1520,1462,1262,1375
ML094323a,467,394,533,514,249,214,347,339
ML094324a,4,2,3,0,44,64,112,70
ML094325a,326,359,315,337,534,429,358,276
ML094326a,805,858,850,942,696,592,528,611
ML094327a,489,679,594,673,667,484,502,569
ML094328a,27,36,5,28,10,15,12,9
ML094329a,320,492,455,414,377,255,254,268
ML09432a,333,398,447,318,502,324,231,286
ML094330a,634,653,668,644,398,544,512,505
ML094331a,96,145,131,87,65,87,66,74
ML094332a,13,5,2,1,13,3,7,9
ML094333a,716,848,622,517,695,405,620,552
ML094334a,6120,10016,9658,9942,5793,7452,6340,5145
ML094335a,1309,1575,1411,1267,1483,1046,1033,1329
ML094336a,682,763,676,686,437,544,589,651
ML094337a,150,144,136,159,112,103,73,115
ML094338a,0,0,0,0,0,0,0,0
ML094339a,24,16,28,8,6,3,16,42
ML09433a,99,79,94,96,224,91,81,130
ML094340a,532,440,378,387,317,352,287,330
ML094341a,100,114,79,147,148,95,121,103
ML094342a,68,69,50,92,47,56,60,70
ML094343a,5,50,4,12,2,15,5,1
ML094344a,202,160,196,168,220,152,76,139
ML09434a,429,1555,993,1555,614,452,677,354
ML09435a,500,452,586,482,593,507,379,403
ML09436a,2101,738,503,4832,11658,11627,14956,30343
ML09437a,656,606,701,581,613,571,435,494
ML09438a,199,190,172,189,308,191,133,150
ML09439a,107,80,120,123,197,117,92,66
ML09441a,29,1,4,2,50,40,29,28
ML09442a,2,2,2,0,0,4,7,4
ML09461a,13,26,35,18,11,15,15,17
ML09462a,1294,881,933,851,1096,963,695,792
ML09463a,1283,1249,1306,1220,1909,1330,915,975
ML09481a,50,63,51,50,24,65,60,48
ML09482a,3,0,0,4,0,1,1,0
ML09491a,193,158,134,115,122,135,115,133
ML09492a,490,11,147,0,248,227,7,118
ML09511a,0,0,1,0,1,0,0,0
ML09512a,1,4,3,11,2,1,1,2
ML09513a,30,34,35,24,6,17,31,25
ML09514a,641,469,683,527,208,591,395,555
ML09515a,1073,967,1005,909,1917,974,922,900
ML09516a,1,0,0,0,1,0,0,0
ML09521a,25,31,32,19,22,23,8,20
ML095310a,421,403,411,356,371,310,279,346
ML095311a,48,74,71,57,224,393,437,315
ML095312a,15,44,55,44,51,57,60,39
ML095313a,977,783,797,811,1013,555,552,614
ML095314a,98,33,23,18,76,32,20,51
ML095315a,0,0,0,0,0,0,0,0
ML095316a,942,1153,1139,1157,919,572,917,820
ML095317a,69,111,65,57,58,39,64,63
ML095318a,0,0,0,0,0,0,0,0
ML095319a,80,100,108,123,189,89,115,103
ML09531a,426,328,320,320,111,385,325,301
ML095320a,450,481,489,474,434,411,326,354
ML095321a,20,24,31,19,22,24,17,18
ML095322a,110,80,106,68,142,103,81,86
ML095323a,432,417,457,403,483,369,331,355
ML095324a,49,85,55,40,77,36,30,45
ML095325a,0,0,0,0,0,0,0,0
ML095326a,630,810,881,816,732,654,761,653
ML095327a,1714,1841,1666,1945,1565,1539,1291,1429
ML09532a,2,2,0,3,0,1,1,0
ML09533a,0,0,0,0,0,0,0,0
ML09534a,521,534,563,544,405,361,333,312
ML09535a,27,47,16,2,39,14,3,17
ML09536a,1525,1548,1439,1493,1404,1263,1246,1069
ML09537a,0,2,2,0,0,1,0,0
ML09538a,894,645,700,658,551,634,530,620
ML09539a,18972,25900,29026,25610,21726,17598,18942,18407
ML09541a,94,43,69,81,81,99,61,64
ML09542a,804,896,951,762,1239,732,496,642
ML09543a,2,63,8,82,0,2,70,2
ML09544a,32,44,30,41,25,34,48,29
ML09545a,358,431,366,396,361,245,328,300
ML09546a,1996,6774,3929,5386,6230,4983,8095,5396
ML09547a,134,193,167,150,150,139,111,123
ML09548a,1,1,0,0,1,0,0,0
ML09549a,0,0,0,0,0,0,0,0
ML095510a,2,1,5,3,0,0,0,0
ML095511a,540,524,315,419,561,386,367,385
ML095512a,241,233,252,221,239,252,187,175
ML095513a,138,168,172,138,115,186,109,118
ML095514a,832,918,831,842,850,714,649,583
ML095515a,51,3,5,9,3,4,25,50
ML095516a,780,688,672,616,581,512,466,589
ML09551a,141,375,272,432,210,216,266,185
ML09552a,1,1,1,0,15,20,23,20
ML09553a,1,1,1,0,0,0,0,0
ML09554a,9,9,5,17,4,5,16,5
ML09555a,968,2309,1467,2484,1334,1380,1189,1107
ML09556a,304,432,429,407,248,133,233,226
ML09557a,743,716,796,796,790,531,538,660
ML09558a,576,396,541,394,549,390,469,506
ML09559a,246,220,261,213,280,192,152,173
ML09631a,269,287,270,211,208,208,178,219
ML09632a,17,42,20,38,13,8,8,7
ML09641a,54,72,92,105,70,45,97,67
ML09642a,6,7,3,7,14,25,7,9
ML09651a,109,148,105,96,217,120,188,194
ML09652a,39,51,31,48,37,14,31,38
ML09661a,331,307,358,276,329,295,230,274
ML09662a,13,23,14,12,16,12,21,12
ML09663a,1108,893,1043,982,898,825,900,802
ML09664a,25,30,25,25,41,40,18,20
ML09665a,14,22,22,13,10,14,24,19
ML09666a,322,276,256,398,127,211,255,305
ML09667a,386,553,430,458,283,394,336,347
ML096810a,711,580,592,677,507,418,282,366
ML096811a,13710,12748,13601,14263,10877,12992,11380,10422
ML096812a,561,696,752,595,822,574,465,550
ML096813a,797,1981,1630,2301,632,372,592,489
ML096814a,285,313,282,319,338,322,281,242
ML096815a,66,61,82,70,168,66,72,91
ML096816a,104,215,165,184,179,91,119,132
ML096817a,1159,1279,1288,1518,669,656,537,594
ML096818a,23,37,43,37,25,17,11,14
ML096819a,1164,1236,1267,1238,1198,1045,989,1068
ML09681a,2086,1759,1939,1578,2640,1706,1552,1664
ML096820a,262,179,208,187,418,249,149,209
ML096821a,490,619,548,448,489,455,398,422
ML096822a,0,1,1,1,6,2,1,3
ML096823a,37,68,58,37,13,57,26,31
ML096824a,332,207,362,425,100,327,252,288
ML096825a,989,705,1121,1125,365,947,813,900
ML096826a,2173,2545,2717,2615,2452,2271,2212,2075
ML096827a,433,722,818,831,323,478,557,527
ML096828a,5,14,17,3,7,6,8,8
ML096829a,8,7,3,11,14,5,24,4
ML09682a,141,140,141,157,176,105,118,101
ML096830a,16,30,17,10,18,20,11,5
ML09683a,302,369,308,308,417,287,261,277
ML09684a,1240,1226,1434,1549,656,747,621,863
ML09685a,349,324,343,425,162,217,152,198
ML09686a,35,24,26,39,54,39,62,51
ML09687a,6,3,7,3,7,1,2,8
ML09688a,0,0,0,0,0,0,0,0
ML09689a,2,1,3,7,0,0,4,2
ML096910a,0,0,0,0,0,0,0,0
ML096911a,546,616,593,593,559,401,477,410
ML096912a,8876,383,3162,17,5750,5458,342,3629
ML096913a,1616,73,454,5,1009,1142,62,530
ML096914a,460,26,167,0,356,304,20,254
ML096915a,4238,169,1476,15,2504,2680,146,1980
ML096916a,17,1,10,7,73,40,72,106
ML096917a,0,0,0,0,0,0,2,0
ML096918a,2,0,0,1,1,1,0,0
ML096919a,241,208,291,189,424,251,154,215
ML09691a,400,487,556,631,487,264,477,426
ML096920a,0,0,0,0,0,0,0,0
ML096921a,189,190,216,176,284,201,120,156
ML096922a,110,106,121,123,95,114,71,83
ML096923a,423,429,471,440,524,369,345,284
ML096924a,54,62,64,57,152,99,167,135
ML096925a,0,0,0,0,1,2,0,0
ML096926a,339,196,321,214,148,454,342,420
ML096927a,20,83,1,42,3,6,12,14
ML096928a,1371,2028,1584,1660,1581,1136,1155,1141
ML096929a,0,0,0,0,0,0,1,1
ML09692a,168,287,299,197,238,141,218,241
ML09693a,0,0,0,0,0,0,0,0
ML09694a,0,0,0,0,0,0,0,0
ML09695a,395,602,536,427,644,372,428,493
ML09696a,7,7,7,14,1,9,3,3
ML09697a,4,8,6,19,1,4,15,5
ML09698a,341,456,453,378,92,228,199,244
ML09699a,174,124,152,115,235,180,79,119
ML09701a,0,0,0,0,0,0,0,0
ML09731a,9,6,8,25,3,7,8,9
ML09732a,0,1,2,0,2,4,2,4
ML09733a,42,31,50,35,24,17,26,26
ML09734a,288,311,320,264,289,269,212,244
ML09735a,169,158,112,115,197,154,96,104
ML09736a,74,74,80,61,208,108,66,76
ML09737a,85,69,87,57,53,38,58,34
ML09738a,185,83,132,38,134,121,37,75
ML09739a,182,205,232,249,226,181,196,195
ML097510a,288,432,360,317,480,252,254,327
ML097511a,82,8,42,3,69,11,5,53
ML097512a,24,29,18,22,39,35,37,39
ML097513a,238,167,194,136,203,193,170,175
ML097514a,5,19,10,5,22,10,11,7
ML097515a,615,1086,971,985,383,496,603,510
ML097516a,1,1,4,1,0,1,0,0
ML097517a,600,653,605,769,474,520,509,547
ML097518a,0,0,0,0,0,0,0,0
ML097519a,7,5,5,4,7,11,4,20
ML09751a,177,238,198,247,120,175,144,139
ML097520a,232,305,368,318,267,208,221,215
ML097521a,59,60,55,69,30,65,38,35
ML097522a,294,362,381,321,660,243,317,266
ML097523a,2,10,7,6,8,2,12,3
ML097524a,2681,2516,2881,2364,3748,2489,1886,2123
ML097525a,551,520,459,494,457,448,373,399
ML097526a,24,13,10,9,66,96,173,80
ML097527a,34,141,50,21,28,11,18,25
ML097528a,95,147,155,95,91,122,82,91
ML097529a,937,1000,964,902,1104,954,904,882
ML09752a,2365,2932,2743,3162,1728,2226,1896,2052
ML097530a,22010,145,3597,20,17603,5790,443,15575
ML097531a,0,6,2,3,1,5,0,0
ML09753a,12,9,12,0,94,113,139,83
ML09754a,67,87,77,75,99,49,95,91
ML09755a,14,28,23,20,98,63,81,67
ML09756a,81,118,85,124,260,115,186,124
ML09757a,37,55,17,32,43,29,51,31
ML09758a,1674,4807,4440,4070,4527,3475,3604,3224
ML09759a,210,201,218,186,205,162,167,141
ML09771a,592,856,849,873,623,579,666,611
ML09772a,0,0,0,0,0,0,0,0
ML09773a,2,0,3,0,0,1,0,2
ML09774a,0,0,0,0,0,0,0,0
ML09775a,280,153,130,53,211,292,160,107
ML09776a,1,5,0,0,0,5,2,3
ML09777a,2,1,0,0,1,5,2,2
ML09778a,0,0,2,0,1,4,2,1
ML09791a,1,2,0,1,0,6,3,5
ML09792a,9,2,7,13,0,0,4,1
ML09793a,1,3,2,4,1,10,2,3
ML098310a,1002,1019,1036,1022,865,770,740,709
ML098311a,132,108,101,107,72,100,85,75
ML098312a,182,169,169,198,213,136,136,154
ML098313a,232,222,245,196,333,181,151,149
ML098314a,222,162,174,143,90,174,128,143
ML09831a,24,43,53,49,45,15,22,28
ML09832a,565,869,705,652,476,413,514,404
ML09833a,16,50,60,133,44,17,66,27
ML09834a,219,282,229,252,124,188,121,147
ML09835a,1029,1023,983,921,1107,869,772,864
ML09836a,934,1000,1076,902,1215,753,658,860
ML09837a,811,885,997,801,901,751,512,627
ML09838a,133,163,132,149,83,138,120,122
ML09839a,383,784,638,834,352,265,289,280
ML09841a,199,208,203,188,170,130,161,140
ML09842a,375,396,334,363,96,234,241,243
ML09843a,749,597,464,462,495,512,420,635
ML09844a,2013,2012,1410,1393,2034,1365,1280,1574
ML09845a,1232,1199,1087,867,1081,1001,779,832
ML09846a,0,0,0,0,0,0,0,0
ML098610a,96,98,139,119,186,126,134,107
ML098611a,15,22,19,15,13,17,21,20
ML098612a,33,37,25,24,40,21,24,24
ML098613a,0,0,0,0,0,0,0,0
ML098614a,0,0,0,0,0,0,0,0
ML098615a,315,323,334,319,324,246,259,280
ML098616a,0,0,0,0,0,0,0,0
ML098617a,12,20,14,6,7,11,5,8
ML09861a,648,763,915,864,219,652,558,582
ML09862a,159,50,87,8,99,120,13,47
ML09863a,4551,5934,5409,5946,5633,4222,5038,4218
ML09864a,324,80,241,7,287,288,62,125
ML09865a,22,33,16,10,5,14,9,11
ML09866a,37,50,47,56,79,72,116,103
ML09867a,314,143,220,106,221,214,99,105
ML09868a,628,701,778,689,556,556,415,513
ML09869a,413,388,350,484,362,292,254,290
ML099210a,444,506,438,434,423,368,294,302
ML099211a,25,5,6,8,6,7,4,27
ML099212a,261,396,482,440,250,127,285,287
ML099213a,0,0,0,0,0,0,0,0
ML09921a,657,728,878,727,425,640,557,571
ML09922a,0,0,0,0,1,6,34,99
ML09923a,82,85,91,93,105,91,59,75
ML09924a,145,124,165,107,96,80,97,109
ML09925a,574,527,663,516,542,519,431,402
ML09926a,0,0,0,0,0,0,0,0
ML09927a,104,121,119,115,166,72,113,104
ML09928a,53,49,63,45,63,38,21,48
ML09929a,164,125,143,89,180,154,91,114
ML09961a,21,88,4,34,67,49,28,37
ML09962a,2,1,0,0,1,0,1,2
ML099810a,7,21,21,24,11,10,13,6
ML099811a,22,46,36,29,16,12,21,18
ML099812a,306,475,361,529,196,192,233,222
ML099813a,3,1,14,0,6,11,18,15
ML09981a,88,82,99,77,99,70,60,69
ML09982a,233,248,266,187,273,152,141,173
ML09983a,466,433,385,434,606,350,417,351
ML09984a,37,41,41,28,35,15,13,19
ML09985a,537,452,435,443,450,403,377,441
ML09986a,1363,1372,1489,1349,1268,1074,914,951
ML09987a,21,19,15,10,32,32,10,34
ML09988a,56,86,80,70,111,36,66,80
ML09989a,479,9,121,5,290,245,41,320
ML09991a,1,0,0,0,1,2,1,0
ML100010a,14372,15943,16288,13646,24590,11037,10499,13590
ML100011a,1547,1649,1606,1289,874,1069,962,1086
ML100012a,12969,17705,23451,19417,8321,4917,11105,7197
ML100013a,38,46,39,28,6,39,25,29
ML10001a,1343,736,1052,619,895,1123,669,931
ML10002a,902,592,610,535,604,642,490,522
ML10003a,246,240,232,214,211,187,188,209
ML10004a,303,257,288,234,397,300,284,231
ML10005a,682,748,841,667,1002,604,553,610
ML10006a,2392,2554,2699,2496,3544,2123,1851,1827
ML10007a,329,309,300,250,279,311,236,228
ML10008a,214,313,265,263,269,273,190,233
ML10009a,108,83,67,34,181,70,32,90
ML10021a,83,71,91,63,87,67,47,49
ML10031a,104,213,122,96,265,116,93,96
ML10041a,1228,1490,1402,1421,1050,971,920,1052
ML10061a,29,33,77,52,40,57,28,15
ML10081a,15,25,31,29,15,26,27,13
ML101010a,902,2464,1985,1929,1773,886,929,1140
ML101011a,1340,1558,1568,1389,1277,1248,1196,1068
ML101012a,29,51,47,38,18,24,18,22
ML101013a,96,138,129,91,93,46,92,51
ML101014a,244,249,204,240,271,175,185,179
ML101015a,73,67,44,48,41,36,35,36
ML101016a,4,4,2,4,13,14,8,6
ML101017a,395,400,435,344,377,344,259,326
ML101018a,0,0,0,0,1,0,0,0
ML101019a,157,144,159,205,172,100,83,128
ML10101a,137,139,167,102,203,138,122,107
ML101020a,2,0,2,0,1,3,0,0
ML101021a,3,11,6,5,10,0,3,3
ML101022a,1769,4603,3970,5398,572,800,1085,734
ML101023a,2,3,6,7,16,13,12,13
ML101024a,125,178,180,165,199,120,137,143
ML101025a,216,330,237,330,231,177,249,185
ML10102a,624,607,848,840,1210,660,593,606
ML10103a,0,0,0,0,0,0,0,0
ML10104a,19,5,12,20,3,4,19,8
ML10105a,94,91,73,64,63,87,44,37
ML10106a,2251,5099,4605,5591,1113,1533,2361,1784
ML10107a,165,136,142,141,117,159,117,106
ML10108a,780,752,746,691,688,747,567,493
ML10109a,7335,10696,7507,7357,6531,5703,4657,5714
ML10111a,480,719,710,928,444,562,581,359
ML10112a,323,290,373,85,15,22,26,101
ML10113a,0,0,0,0,0,0,0,0
ML10114a,0,0,0,0,0,0,0,0
ML10115a,2,3,1,5,0,1,0,1
ML10116a,8,8,7,1,2,2,3,13
ML10117a,260,441,307,329,368,204,272,252
ML10118a,23,42,13,19,26,24,22,36
ML10119a,55,50,103,86,86,55,80,60
ML10141a,6,18,19,8,16,10,7,8
ML10181a,4,2,2,0,7,0,3,1
ML10191a,419,350,371,339,684,332,286,381
ML10192a,2511,3560,3608,3061,3161,2311,2410,2419
ML10193a,283,37,52,85,34,37,15,33
ML10194a,13,73,37,71,5,4,54,6
ML10211a,29,42,45,80,15,31,30,16
ML10212a,19,7,23,14,9,31,18,24
ML10213a,1035,1254,1192,1298,1028,832,1098,1066
ML10214a,1602,1126,1381,1218,940,795,756,780
ML10215a,0,0,0,0,0,0,0,0
ML10216a,0,0,0,0,0,0,0,0
ML10217a,0,0,0,0,0,0,0,0
ML102210a,17,32,44,27,23,27,22,30
ML102211a,233,166,188,157,452,210,136,182
ML102212a,309,297,287,256,418,238,231,252
ML102213a,1055,1145,1313,1103,1937,871,876,926
ML102214a,214,228,201,202,82,185,177,171
ML102215a,892,352,869,819,2905,1701,1519,1654
ML102216a,398,311,406,352,118,80,55,76
ML102217a,179,160,189,179,50,145,119,140
ML102218a,2,1,2,0,0,0,0,0
ML102219a,541,592,613,457,366,479,378,510
ML10221a,77,172,131,148,123,87,89,87
ML102220a,897,1011,1049,1088,1240,833,846,875
ML102221a,403,399,455,262,299,376,263,371
ML102222a,107,106,124,117,56,83,61,72
ML102223a,145,210,177,179,236,115,128,145
ML102224a,559,642,595,608,386,491,485,488
ML102225a,1152,1800,1489,1469,965,752,655,887
ML102226a,88,70,63,49,54,48,21,42
ML102227a,176,150,166,169,134,120,125,127
ML102228a,110,125,91,85,138,87,94,110
ML102229a,0,0,0,0,0,0,0,0
ML10222a,218,280,226,287,234,129,195,173
ML102230a,5,76,22,50,4,2,19,2
ML102231a,12,83,42,76,46,22,44,11
ML102232a,3,5,4,2,15,21,9,16
ML102233a,2,4,2,2,6,5,9,7
ML102234a,1,1,2,1,2,2,1,1
ML102235a,461,592,832,768,1428,769,1285,1147
ML102236a,412,399,435,353,413,371,295,320
ML102237a,1334,1545,1674,1383,1359,1247,1162,1335
ML102238a,550,626,562,459,617,552,549,685
ML102239a,29,31,31,12,25,14,15,34
ML10223a,0,0,0,0,8,20,30,18
ML102240a,190,244,275,285,385,193,196,165
ML102241a,372,349,418,423,378,298,280,264
ML102242a,0,0,0,0,0,0,0,0
ML102243a,128,159,168,153,188,160,125,125
ML102244a,1,0,0,1,0,2,1,1
ML102245a,107,170,238,183,96,69,142,129
ML102246a,175,124,171,115,77,182,112,122
ML102247a,440,405,394,303,329,360,319,301
ML102248a,81,76,112,81,72,83,46,73
ML102249a,64,55,70,75,51,50,45,52
ML10224a,368,920,832,495,686,321,534,513
ML102250a,733,727,784,792,840,725,597,642
ML102251a,0,3,0,1,0,0,0,0
ML102252a,327,34,86,18,165,223,52,178
ML102253a,0,0,0,0,0,0,0,0
ML102254a,219,231,142,83,246,216,91,193
ML102255a,94,80,144,108,68,47,78,74
ML102256a,217,226,223,375,320,204,375,261
ML102257a,864,1534,1258,1383,1072,517,586,624
ML102258a,0,0,0,0,0,0,0,0
ML102259a,0,0,0,0,2,0,1,0
ML10225a,30,16,19,17,24,43,43,55
ML102260a,168,162,168,132,107,162,126,152
ML10226a,142,99,133,98,345,95,63,143
ML10227a,15,11,7,13,62,189,213,156
ML10228a,111,72,100,114,350,325,315,286
ML10229a,5,11,4,0,4,1,1,5
ML10231a,22,16,32,41,15,19,21,22
ML10232a,12,14,13,16,47,44,55,75
ML10233a,31,37,28,30,65,19,42,39
ML10234a,236,179,201,231,110,140,129,139
ML10251a,12,4,431,60,10,11,29,7
ML10252a,15,0,0,5,0,19,7,19
ML10253a,54,0,0,9,0,35,14,57
ML10254a,0,3,0,0,0,2,0,0
ML10255a,3,2,0,0,0,1,0,0
ML10261a,1,7,1,0,0,4,0,2
ML10262a,504,496,548,537,284,362,268,321
ML10263a,209,179,232,196,183,165,143,166
ML10264a,175,242,225,197,243,183,133,135
ML10265a,295,126,203,80,232,240,87,107
ML10266a,0,0,0,0,2,1,0,0
ML10267a,344,419,530,337,624,443,511,434
ML102910a,70,79,76,80,118,97,54,85
ML102911a,49,42,47,47,19,18,25,20
ML102912a,1,1,1,1,5,5,9,2
ML102913a,2,1,5,0,4,1,2,2
ML102914a,1,0,0,0,0,0,0,0
